12-04-2017,01:23:02, 294.2 , 120.7 , 103.2 , 138.9 , 172.8 , 484 , 0 , 0 , 143.4 , 258 , 257.9 , 0 , 0 , 62 , 53.9 , 3 , 72.6 , 0 , 71.4 , 28.7 , 15.23 , 0 , 15.29 , 16 , 35 , 19 , 21 , 9 , 60.01 , .031 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 126 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:24:01, 294.2 , 120.7 , 103.2 , 138.9 , 172.8 , 484 , 0 , 0 , 143.4 , 258 , 257.9 , 0 , 0 , 62 , 53.9 , 3 , 72.6 , 0 , 71.4 , 28.7 , 15.23 , 0 , 15.29 , 16 , 35 , 19 , 21 , 9 , 60.01 , .031 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 126 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:25:01, 297.8 , 120.3 , 96.4 , 132.9 , 180.2 , 484.7 , 0 , 0 , 143 , 258 , 257.9 , 0 , 0 , 63 , 55.1 , 3 , 76 , 0 , 75.5 , 28.7 , 14.87 , 0 , 15.84 , 15.25 , 35 , 19 , 21 , 9 , 60 , .03 ,8848,0080,01F1, 81.1 , 21 , 0 , 0 , 0 , 120 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:26:01, 297.8 , 120.3 , 96.4 , 132.9 , 180.2 , 484.7 , 0 , 0 , 143 , 258 , 257.9 , 0 , 0 , 63 , 55.1 , 3 , 76 , 0 , 75.5 , 28.7 , 14.87 , 0 , 15.84 , 15.25 , 35 , 19 , 21 , 9 , 60 , .03 ,8848,0080,01F1, 81.1 , 21 , 0 , 0 , 0 , 120 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:27:01, 284.5 , 122.5 , 94 , 126.9 , 166.8 , 468.8 , 0 , 0 , 143.2 , 258 , 257.9 , 0 , 0 , 61.8 , 54.8 , 3 , 74.2 , 0 , 72.8 , 19.6 , 14.48 , 0 , 15.74 , 16.29 , 35 , 19 , 21 , 9 , 60 , .042 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:28:01, 284.5 , 122.5 , 94 , 126.9 , 166.8 , 468.8 , 0 , 0 , 143.2 , 258 , 257.9 , 0 , 0 , 61.8 , 54.8 , 3 , 74.2 , 0 , 72.8 , 19.6 , 14.48 , 0 , 15.74 , 16.29 , 35 , 19 , 21 , 9 , 60 , .042 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:29:01, 290.9 , 102.8 , 89 , 120.9 , 182.1 , 479.1 , 0 , 0 , 142.7 , 258 , 257.9 , 0 , 0 , 61.7 , 55.4 , 3 , 71.9 , 0 , 72.4 , 37.7 , 14.96 , 0 , 16.03 , 15.9 , 35 , 19 , 21 , 9 , 59.95 , .025 ,8848,0080,01F1, 80.6 , 21 , 0 , 0 , 0 , 107 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:30:01, 290.9 , 102.8 , 89 , 120.9 , 182.1 , 479.1 , 0 , 0 , 142.7 , 258 , 257.9 , 0 , 0 , 61.7 , 55.4 , 3 , 71.9 , 0 , 72.4 , 37.7 , 14.96 , 0 , 16.03 , 15.9 , 35 , 19 , 21 , 9 , 59.95 , .025 ,8848,0080,01F1, 80.6 , 21 , 0 , 0 , 0 , 107 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:31:01, 289.1 , 123.8 , 91.1 , 129.8 , 167.1 , 466.2 , 0 , 0 , 142.5 , 258 , 257.9 , 0 , 0 , 62 , 54 , 3 , 73.1 , 0 , 72 , 21.9 , 15.36 , 0 , 15.79 , 15.87 , 35 , 19 , 21 , 9 , 60 , .047 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 124 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:32:01, 289.1 , 123.8 , 91.1 , 129.8 , 167.1 , 466.2 , 0 , 0 , 142.5 , 258 , 257.9 , 0 , 0 , 62 , 54 , 3 , 73.1 , 0 , 72 , 21.9 , 15.36 , 0 , 15.79 , 15.87 , 35 , 19 , 21 , 9 , 60 , .047 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 124 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:33:01, 281.7 , 110.2 , 96.4 , 125 , 170.4 , 474.9 , 0 , 0 , 142.4 , 258 , 257.9 , 0 , 0 , 61.8 , 55.2 , 3 , 69.9 , 0 , 72.1 , 28.4 , 15.06 , 0 , 15.66 , 15.29 , 35 , 19 , 21 , 9 , 60 , .039 ,8848,0080,01F1, 81.1 , 21 , 0 , 0 , 0 , 114 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:34:01, 281.7 , 110.2 , 96.4 , 125 , 170.4 , 474.9 , 0 , 0 , 142.4 , 258 , 257.9 , 0 , 0 , 61.8 , 55.2 , 3 , 69.9 , 0 , 72.1 , 28.4 , 15.06 , 0 , 15.66 , 15.29 , 35 , 19 , 21 , 9 , 60 , .039 ,8848,0080,01F1, 81.1 , 21 , 0 , 0 , 0 , 114 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:35:01, 280.4 , 116.3 , 97.5 , 127.8 , 166.8 , 472.4 , 0 , 0 , 141.9 , 258 , 257.9 , 0 , 0 , 61.6 , 54.7 , 3 , 73.1 , 0 , 73.5 , 20.1 , 15.4 , 0 , 15.67 , 15.45 , 35 , 19 , 21 , 9 , 60.07 , .039 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 120 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:36:01, 280.4 , 116.3 , 97.5 , 127.8 , 166.8 , 472.4 , 0 , 0 , 141.9 , 258 , 257.9 , 0 , 0 , 61.6 , 54.7 , 3 , 73.1 , 0 , 73.5 , 20.1 , 15.4 , 0 , 15.67 , 15.45 , 35 , 19 , 21 , 9 , 60.07 , .039 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 120 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
DATE,TIME,Village Load,Diesel kW,Diesel Min kW,Diesel Max kW,Wind Output,Wind Allowed,Dispatch Wait,SLC Load,SLC Temp,SLC Fixed kW,SLC Thermal kW,SLC Max kW,SLC Avg kW,Wind Max kW,Wind Min kW,# Turbines On-Line,WTG1 Output,WTG2 Output,WTG3 Output,WTG4 Output,WTG1 WindSpd,WTG2 WindSpd,WTG3 WindSpd,WTG4 WindSpd,WTG1 Starts,WTG2 Starts,WTG3 Starts,WTG4 Starts,Frequency,Instability,Wind status,SLC status,Diesel status,System Wind Allowed,Outage Count,ILC kW,ILC Temp,Diesel1 kW,Diesel2 kW,Diesel3 kW,Diesel4 kW,WTG1 Faults L,WTG1 Faults H,WTG2 Faults L,WTG2 Faults H,WTG3 Faults L,WTG3 Faults H,WTG3 Faults L,WTG4 Faults H,ILC Status,ILC kWhrs
12-04-2017,01:37:01, 275.6 , 113.3 , 103.5 , 134.2 , 167.7 , 479.3 , 0 , 0 , 141.4 , 258 , 257.9 , 0 , 0 , 60.9 , 55 , 3 , 71.2 , 0 , 73.3 , 23.1 , 14.76 , 0 , 15.25 , 15.48 , 35 , 19 , 21 , 9 , 60.06 , .033 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 122 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:38:01, 275.6 , 113.3 , 103.5 , 134.2 , 167.7 , 479.3 , 0 , 0 , 141.4 , 258 , 257.9 , 0 , 0 , 60.9 , 55 , 3 , 71.2 , 0 , 73.3 , 23.1 , 14.76 , 0 , 15.25 , 15.48 , 35 , 19 , 21 , 9 , 60.06 , .033 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 122 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:39:01, 290.4 , 105.4 , 88.3 , 138 , 182.6 , 479 , 0 , 0 , 140.9 , 258 , 257.9 , 0 , 0 , 62.3 , 54.5 , 3 , 71.8 , 0 , 74.9 , 35.9 , 14.62 , 0 , 15.13 , 14.68 , 35 , 19 , 21 , 9 , 59.98 , .03 ,8848,0080,01F1, 80.6 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:40:01, 290.4 , 105.4 , 88.3 , 138 , 182.6 , 479 , 0 , 0 , 140.9 , 258 , 257.9 , 0 , 0 , 62.3 , 54.5 , 3 , 71.8 , 0 , 74.9 , 35.9 , 14.62 , 0 , 15.13 , 14.68 , 35 , 19 , 21 , 9 , 59.98 , .03 ,8848,0080,01F1, 80.6 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:41:01, 292.6 , 115.9 , 94.3 , 132.3 , 181.2 , 483.5 , 0 , 0 , 140.4 , 258 , 257.9 , 0 , 0 , 61.1 , 55 , 3 , 73.4 , 0 , 72 , 35.7 , 14.8 , 0 , 15.31 , 15.42 , 35 , 19 , 21 , 9 , 60.07 , .039 ,8848,0080,01F1, 80.6 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:42:01, 292.6 , 115.9 , 94.3 , 132.3 , 181.2 , 483.5 , 0 , 0 , 140.4 , 258 , 257.9 , 0 , 0 , 61.1 , 55 , 3 , 73.4 , 0 , 72 , 35.7 , 14.8 , 0 , 15.31 , 15.42 , 35 , 19 , 21 , 9 , 60.07 , .039 ,8848,0080,01F1, 80.6 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:43:01, 265.3 , 106.7 , 97 , 133.5 , 171 , 465.9 , 0 , 10.1 , 140 , 258 , 257.9 , 14.5 , .5 , 60.9 , 55.2 , 3 , 68.4 , 0 , 69.3 , 33.2 , 14.83 , 0 , 15.24 , 15.12 , 35 , 19 , 21 , 9 , 60.18 , .051 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:44:01, 265.3 , 106.7 , 97 , 133.5 , 171 , 465.9 , 0 , 10.1 , 140 , 258 , 257.9 , 14.5 , .5 , 60.9 , 55.2 , 3 , 68.4 , 0 , 69.3 , 33.2 , 14.83 , 0 , 15.24 , 15.12 , 35 , 19 , 21 , 9 , 60.18 , .051 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:45:01, 284.8 , 114.6 , 88.8 , 141.7 , 170.4 , 467.2 , 0 , 0 , 140.1 , 258 , 257.9 , 36.9 , 2.4 , 61.8 , 54.9 , 3 , 74.5 , 0 , 74.9 , 21 , 14.45 , 0 , 16.05 , 15.07 , 35 , 19 , 21 , 9 , 60.04 , .035 ,8848,0000,01F1, 80.3 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:46:01, 284.8 , 114.6 , 88.8 , 141.7 , 170.4 , 467.2 , 0 , 0 , 140.1 , 258 , 257.9 , 36.9 , 2.4 , 61.8 , 54.9 , 3 , 74.5 , 0 , 74.9 , 21 , 14.45 , 0 , 16.05 , 15.07 , 35 , 19 , 21 , 9 , 60.04 , .035 ,8848,0000,01F1, 80.3 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:47:01, 275.5 , 107.1 , 90.5 , 163.5 , 168.4 , 466.9 , 0 , 0 , 140.7 , 258 , 257.9 , 44 , 7.9 , 61 , 53.3 , 3 , 72.4 , 0 , 72.1 , 23.8 , 14.28 , 0 , 15.93 , 15.94 , 35 , 19 , 21 , 9 , 59.96 , .059 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 105 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:48:01, 275.5 , 107.1 , 90.5 , 163.5 , 168.4 , 466.9 , 0 , 0 , 140.7 , 258 , 257.9 , 44 , 7.9 , 61 , 53.3 , 3 , 72.4 , 0 , 72.1 , 23.8 , 14.28 , 0 , 15.93 , 15.94 , 35 , 19 , 21 , 9 , 59.96 , .059 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 105 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:49:01, 283.1 , 122.5 , 87.4 , 157.5 , 168.3 , 463.7 , 0 , 0 , 140.5 , 258 , 257.9 , 32 , 2.9 , 61.1 , 53.2 , 3 , 70.2 , 0 , 72.9 , 25.2 , 14.34 , 0 , 15.47 , 15.98 , 35 , 19 , 21 , 9 , 60.03 , .032 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 126 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:50:01, 283.1 , 122.5 , 87.4 , 157.5 , 168.3 , 463.7 , 0 , 0 , 140.5 , 258 , 257.9 , 32 , 2.9 , 61.1 , 53.2 , 3 , 70.2 , 0 , 72.9 , 25.2 , 14.34 , 0 , 15.47 , 15.98 , 35 , 19 , 21 , 9 , 60.03 , .032 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 126 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:51:01, 284.9 , 137.3 , 93.4 , 153.2 , 176.4 , 449.9 , 0 , 27.8 , 140 , 258 , 257.9 , 39.4 , 5.1 , 60.4 , 54.4 , 3 , 69.8 , 0 , 72.9 , 33.5 , 15.12 , 0 , 15.3 , 15.33 , 35 , 19 , 21 , 9 , 60.02 , .02 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 144 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:52:01, 284.9 , 137.3 , 93.4 , 153.2 , 176.4 , 449.9 , 0 , 27.8 , 140 , 258 , 257.9 , 39.4 , 5.1 , 60.4 , 54.4 , 3 , 69.8 , 0 , 72.9 , 33.5 , 15.12 , 0 , 15.3 , 15.33 , 35 , 19 , 21 , 9 , 60.02 , .02 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 144 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:53:01, 268.3 , 100.6 , 93 , 148.8 , 164.3 , 465.3 , 0 , 0 , 140.9 , 258 , 257.9 , 45.4 , 10 , 60.9 , 53.9 , 3 , 70.4 , 0 , 70.8 , 22.9 , 14.83 , 0 , 15.04 , 15.54 , 35 , 19 , 21 , 9 , 60.06 , .065 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:54:01, 268.3 , 100.6 , 93 , 148.8 , 164.3 , 465.3 , 0 , 0 , 140.9 , 258 , 257.9 , 45.4 , 10 , 60.9 , 53.9 , 3 , 70.4 , 0 , 70.8 , 22.9 , 14.83 , 0 , 15.04 , 15.54 , 35 , 19 , 21 , 9 , 60.06 , .065 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:55:01, 288.3 , 108.9 , 84.8 , 155.3 , 170.1 , 462.9 , 0 , 0 , 140.8 , 258 , 257.9 , 39 , 7.4 , 60.4 , 54.9 , 3 , 73.7 , 0 , 74.9 , 21.3 , 14.92 , 0 , 15.72 , 15.42 , 35 , 19 , 21 , 9 , 60 , .057 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 111 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:56:01, 288.3 , 108.9 , 84.8 , 155.3 , 170.1 , 462.9 , 0 , 0 , 140.8 , 258 , 257.9 , 39 , 7.4 , 60.4 , 54.9 , 3 , 73.7 , 0 , 74.9 , 21.3 , 14.92 , 0 , 15.72 , 15.42 , 35 , 19 , 21 , 9 , 60 , .057 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 111 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:57:01, 264.6 , 116.3 , 80.4 , 149.3 , 177.7 , 445.3 , 0 , 20.8 , 139.7 , 258 , 257.9 , 27.9 , 3.5 , 61.5 , 54.7 , 3 , 71.2 , 0 , 73.7 , 32.7 , 15.15 , 0 , 15.37 , 15.42 , 35 , 19 , 21 , 9 , 60.01 , .048 ,8848,0000,01F1, 80.4 , 21 , 0 , 0 , 0 , 112 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:58:01, 264.6 , 116.3 , 80.4 , 149.3 , 177.7 , 445.3 , 0 , 20.8 , 139.7 , 258 , 257.9 , 27.9 , 3.5 , 61.5 , 54.7 , 3 , 71.2 , 0 , 73.7 , 32.7 , 15.15 , 0 , 15.37 , 15.42 , 35 , 19 , 21 , 9 , 60.01 , .048 ,8848,0000,01F1, 80.4 , 21 , 0 , 0 , 0 , 112 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,01:59:01, 261.8 , 109.3 , 86.4 , 145.4 , 172.3 , 445.5 , 0 , 21.2 , 139.7 , 258 , 257.9 , 33.5 , 3.2 , 60.3 , 54 , 3 , 73.7 , 0 , 71.8 , 26.7 , 15.05 , 0 , 15.36 , 16.05 , 35 , 19 , 21 , 9 , 60.04 , .032 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 111 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:00:01, 261.8 , 109.3 , 86.4 , 145.4 , 172.3 , 445.5 , 0 , 21.2 , 139.7 , 258 , 257.9 , 33.5 , 3.2 , 60.3 , 54 , 3 , 73.7 , 0 , 71.8 , 26.7 , 15.05 , 0 , 15.36 , 16.05 , 35 , 19 , 21 , 9 , 60.04 , .032 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 111 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:01:01, 280.4 , 126.8 , 91.1 , 155.5 , 164.7 , 447 , 0 , 16.8 , 139.8 , 258 , 257.9 , 40.6 , 7 , 61 , 54.5 , 3 , 71 , 0 , 72.5 , 21.1 , 15.02 , 0 , 15.47 , 15.75 , 35 , 19 , 21 , 9 , 60.01 , .035 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 137 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:02:01, 280.4 , 126.8 , 91.1 , 155.5 , 164.7 , 447 , 0 , 16.8 , 139.8 , 258 , 257.9 , 40.6 , 7 , 61 , 54.5 , 3 , 71 , 0 , 72.5 , 21.1 , 15.02 , 0 , 15.47 , 15.75 , 35 , 19 , 21 , 9 , 60.01 , .035 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 137 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:03:01, 256.7 , 133 , 86.5 , 149.5 , 167.8 , 427.4 , 0 , 34.9 , 139.5 , 258 , 257.9 , 37.8 , 9.3 , 63.2 , 55.7 , 3 , 74.1 , 0 , 72.6 , 20.9 , 15.34 , 0 , 15.92 , 14.88 , 35 , 19 , 21 , 9 , 60.03 , .025 ,8848,0000,01F1, 80.4 , 21 , 0 , 0 , 0 , 135 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:04:01, 256.7 , 133 , 86.5 , 149.5 , 167.8 , 427.4 , 0 , 34.9 , 139.5 , 258 , 257.9 , 37.8 , 9.3 , 63.2 , 55.7 , 3 , 74.1 , 0 , 72.6 , 20.9 , 15.34 , 0 , 15.92 , 14.88 , 35 , 19 , 21 , 9 , 60.03 , .025 ,8848,0000,01F1, 80.4 , 21 , 0 , 0 , 0 , 135 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:05:01, 275.3 , 118.5 , 89.5 , 147.3 , 176.9 , 452.9 , 0 , 21.4 , 139.7 , 258 , 257.9 , 31 , 5.5 , 62 , 54.5 , 3 , 74.1 , 0 , 72.9 , 29.8 , 15.18 , 0 , 15.02 , 15.86 , 35 , 19 , 21 , 9 , 59.96 , .05 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:06:01, 275.3 , 118.5 , 89.5 , 147.3 , 176.9 , 452.9 , 0 , 21.4 , 139.7 , 258 , 257.9 , 31 , 5.5 , 62 , 54.5 , 3 , 74.1 , 0 , 72.9 , 29.8 , 15.18 , 0 , 15.02 , 15.86 , 35 , 19 , 21 , 9 , 59.96 , .05 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:07:01, 289.3 , 118.5 , 95.5 , 159 , 174 , 477.5 , 0 , 0 , 140.3 , 258 , 257.9 , 49.9 , 10.9 , 62.4 , 55.7 , 3 , 73.8 , 0 , 72.4 , 27.6 , 15.34 , 0 , 15.36 , 15.8 , 35 , 19 , 21 , 9 , 59.99 , .044 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 112 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:08:01, 289.3 , 118.5 , 95.5 , 159 , 174 , 477.5 , 0 , 0 , 140.3 , 258 , 257.9 , 49.9 , 10.9 , 62.4 , 55.7 , 3 , 73.8 , 0 , 72.4 , 27.6 , 15.34 , 0 , 15.36 , 15.8 , 35 , 19 , 21 , 9 , 59.99 , .044 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 112 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:09:01, 294.1 , 105.4 , 94.5 , 156.8 , 177.2 , 479.7 , 0 , 0 , 141.2 , 258 , 257.9 , 39.9 , 9.8 , 61.6 , 55.2 , 3 , 73 , 0 , 73.2 , 30.8 , 14.82 , 0 , 15.29 , 15.9 , 35 , 19 , 21 , 9 , 59.97 , .04 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:10:01, 294.1 , 105.4 , 94.5 , 156.8 , 177.2 , 479.7 , 0 , 0 , 141.2 , 258 , 257.9 , 39.9 , 9.8 , 61.6 , 55.2 , 3 , 73 , 0 , 73.2 , 30.8 , 14.82 , 0 , 15.29 , 15.9 , 35 , 19 , 21 , 9 , 59.97 , .04 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:11:01, 292.5 , 105.4 , 95.9 , 159.3 , 183.2 , 487.2 , 0 , 0 , 140.7 , 258 , 257.9 , 35.3 , 8.7 , 61 , 54.8 , 3 , 73.6 , 0 , 71.5 , 38 , 15.42 , 0 , 14.35 , 15.7 , 35 , 19 , 21 , 9 , 59.96 , .062 ,8848,0000,01F1, 81 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:12:01, 292.5 , 105.4 , 95.9 , 159.3 , 183.2 , 487.2 , 0 , 0 , 140.7 , 258 , 257.9 , 35.3 , 8.7 , 61 , 54.8 , 3 , 73.6 , 0 , 71.5 , 38 , 15.42 , 0 , 14.35 , 15.7 , 35 , 19 , 21 , 9 , 59.96 , .062 ,8848,0000,01F1, 81 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:13:02, 277.4 , 114.1 , 94.5 , 157.8 , 173.9 , 463 , 0 , 13.4 , 139.9 , 258 , 257.9 , 47.3 , 7.6 , 62.4 , 54.1 , 3 , 71.2 , 0 , 72 , 30.5 , 15.46 , 0 , 14.4 , 15.52 , 35 , 19 , 21 , 9 , 60.13 , .047 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:14:01, 277.4 , 114.1 , 94.5 , 157.8 , 173.9 , 463 , 0 , 13.4 , 139.9 , 258 , 257.9 , 47.3 , 7.6 , 62.4 , 54.1 , 3 , 71.2 , 0 , 72 , 30.5 , 15.46 , 0 , 14.4 , 15.52 , 35 , 19 , 21 , 9 , 60.13 , .047 ,8848,0000,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:15:01, 289.8 , 126.8 , 94.7 , 151.8 , 164.3 , 467.1 , 0 , 0 , 140.2 , 258 , 257.9 , 35.3 , 5.8 , 62.5 , 54.1 , 3 , 71 , 0 , 72 , 21.2 , 15.17 , 0 , 14.9 , 16.24 , 35 , 19 , 21 , 9 , 60.12 , .053 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 137 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-04-2017,02:16:01, 289.8 , 126.8 , 94.7 , 151.8 , 164.3 , 467.1 , 0 , 0 , 140.2 , 258 , 257.9 , 35.3 , 5.8 , 62.5 , 54.1 , 3 , 71 , 0 , 72 , 21.2 , 15.17 , 0 , 14.9 , 16.24 , 35 , 19 , 21 , 9 , 60.12 , .053 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 137 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
